"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"Libya","5510","Production","2017","tonnes","28325.00","Im"
"Libya","5510","Production","2016","tonnes","27533.00","Im"
"Libya","5510","Production","2015","tonnes","26587.00","Im"
"Libya","5510","Production","2014","tonnes","26587.00","Im"
"Libya","5510","Production","2013","tonnes","25902.00","Im"
"Libya","5510","Production","2012","tonnes","25500.00","F"
"Low Income Food Deficit Countries","5312","Area harvested","2017","ha","95233.00","A"
"Low Income Food Deficit Countries","5312","Area harvested","2016","ha","145304.00","A"
"Low Income Food Deficit Countries","5312","Area harvested","2015","ha","97757.00","A"
"Low Income Food Deficit Countries","5312","Area harvested","2014","ha","96470.00","A"
"Low Income Food Deficit Countries","5312","Area harvested","2013","ha","93332.00","A"
"Low Income Food Deficit Countries","5312","Area harvested","2012","ha","88449.00","A"
"Low Income Food Deficit Countries","5419","Yield","2017","hg/ha","81377.00","Fc"
"Low Income Food Deficit Countries","5419","Yield","2016","hg/ha","99980.00","Fc"
"Low Income Food Deficit Countries","5419","Yield","2015","hg/ha","82130.00","Fc"
"Low Income Food Deficit Countries","5419","Yield","2014","hg/ha","77750.00","Fc"
"Low Income Food Deficit Countries","5419","Yield","2013","hg/ha","76462.00","Fc"
"Low Income Food Deficit Countries","5419","Yield","2012","hg/ha","74097.00","Fc"
"Low Income Food Deficit Countries","5510","Production","2017","tonnes","774975.00","A"
"Low Income Food Deficit Countries","5510","Production","2016","tonnes","1452752.00","A"
"Low Income Food Deficit Countries","5510","Production","2015","tonnes","802882.00","A"
"Low Income Food Deficit Countries","5510","Production","2014","tonnes","750050.00","A"
"Low Income Food Deficit Countries","5510","Production","2013","tonnes","713632.00","A"
"Low Income Food Deficit Countries","5510","Production","2012","tonnes","655386.00","A"
"Madagascar","5312","Area harvested","2017","ha","175.00","Im"
"Madagascar","5312","Area harvested","2016","ha","173.00","Im"
"Madagascar","5312","Area harvested","2015","ha","171.00","Im"
"Madagascar","5312","Area harvested","2014","ha","169.00","Im"
"Madagascar","5312","Area harvested","2013","ha","165.00","F"
"Madagascar","5312","Area harvested","2012","ha","165.00","F"
"Madagascar","5419","Yield","2017","hg/ha","81538.00","Fc"
"Madagascar","5419","Yield","2016","hg/ha","82053.00","Fc"
"Madagascar","5419","Yield","2015","hg/ha","82678.00","Fc"
"Madagascar","5419","Yield","2014","hg/ha","81545.00","Fc"
"Madagascar","5419","Yield","2013","hg/ha","81818.00","Fc"
"Madagascar","5419","Yield","2012","hg/ha","84848.00","Fc"
"Madagascar","5510","Production","2017","tonnes","1431.00","Im"
"Madagascar","5510","Production","2016","tonnes","1419.00","Im"
"Madagascar","5510","Production","2015","tonnes","1416.00","Im"
"Madagascar","5510","Production","2014","tonnes","1381.00","Im"
"Madagascar","5510","Production","2013","tonnes","1350.00","F"
"Madagascar","5510","Production","2012","tonnes","1400.00","F"
"Malta","5312","Area harvested","2017","ha","6.00","Im"
"Malta","5312","Area harvested","2016","ha","3.00","Im"
"Malta","5312","Area harvested","2015","ha","5.00","Im"
"Malta","5312","Area harvested","2014","ha","5.00","F"
"Malta","5312","Area harvested","2013","ha","6.00","F"
"Malta","5312","Area harvested","2012","ha","5.00","F"
"Malta","5419","Yield","2017","hg/ha","70997.00","Fc"
"Malta","5419","Yield","2016","hg/ha","73609.00","Fc"
"Malta","5419","Yield","2015","hg/ha","72859.00","Fc"
"Malta","5419","Yield","2014","hg/ha","68000.00","Fc"
"Malta","5419","Yield","2013","hg/ha","85000.00","Fc"
"Malta","5419","Yield","2012","hg/ha","68000.00","Fc"
"Malta","5510","Production","2017","tonnes","44.00",""
"Malta","5510","Production","2016","tonnes","21.00",""
"Malta","5510","Production","2015","tonnes","38.00",""
"Malta","5510","Production","2014","tonnes","34.00",""
"Malta","5510","Production","2013","tonnes","51.00",""
"Malta","5510","Production","2012","tonnes","34.00",""
"Mexico","5312","Area harvested","2017","ha","163.00",""
"Mexico","5312","Area harvested","2016","ha","167.00",""
"Mexico","5312","Area harvested","2015","ha","179.00",""
"Mexico","5312","Area harvested","2014","ha","181.00",""
"Mexico","5312","Area harvested","2013","ha","178.00",""
"Mexico","5312","Area harvested","2012","ha","300.00",""
"Mexico","5419","Yield","2017","hg/ha","51034.00","Fc"
"Mexico","5419","Yield","2016","hg/ha","50917.00","Fc"
"Mexico","5419","Yield","2015","hg/ha","60847.00","Fc"
"Mexico","5419","Yield","2014","hg/ha","50968.00","Fc"
"Mexico","5419","Yield","2013","hg/ha","55955.00","Fc"
"Mexico","5419","Yield","2012","hg/ha","37667.00","Fc"
"Mexico","5510","Production","2017","tonnes","833.00",""
"Mexico","5510","Production","2016","tonnes","848.00",""
"Mexico","5510","Production","2015","tonnes","1087.00",""
"Mexico","5510","Production","2014","tonnes","922.00",""
"Mexico","5510","Production","2013","tonnes","996.00",""
"Mexico","5510","Production","2012","tonnes","1130.00",""
"Middle Africa","5312","Area harvested","2017","ha","179.00","A"
"Middle Africa","5312","Area harvested","2016","ha","189.00","A"
"Middle Africa","5312","Area harvested","2015","ha","183.00","A"
"Middle Africa","5312","Area harvested","2014","ha","179.00","A"
"Middle Africa","5312","Area harvested","2013","ha","169.00","A"
"Middle Africa","5312","Area harvested","2012","ha","150.00","A"
"Middle Africa","5419","Yield","2017","hg/ha","53140.00","Fc"
"Middle Africa","5419","Yield","2016","hg/ha","52662.00","Fc"
"Middle Africa","5419","Yield","2015","hg/ha","51896.00","Fc"
"Middle Africa","5419","Yield","2014","hg/ha","51052.00","Fc"
"Middle Africa","5419","Yield","2013","hg/ha","51832.00","Fc"
"Middle Africa","5419","Yield","2012","hg/ha","56667.00","Fc"
"Middle Africa","5510","Production","2017","tonnes","953.00","A"
"Middle Africa","5510","Production","2016","tonnes","996.00","A"
"Middle Africa","5510","Production","2015","tonnes","950.00","A"
"Middle Africa","5510","Production","2014","tonnes","914.00","A"
"Middle Africa","5510","Production","2013","tonnes","875.00","A"
"Middle Africa","5510","Production","2012","tonnes","850.00","A"
"Morocco","5312","Area harvested","2017","ha","11419.00",""
"Morocco","5312","Area harvested","2016","ha","12964.00",""
"Morocco","5312","Area harvested","2015","ha","12426.00",""
"Morocco","5312","Area harvested","2014","ha","12360.00",""
"Morocco","5312","Area harvested","2013","ha","12298.00",""
"Morocco","5312","Area harvested","2012","ha","12225.00",""
"Morocco","5419","Yield","2017","hg/ha","98557.00","Fc"
"Morocco","5419","Yield","2016","hg/ha","54889.00","Fc"
"Morocco","5419","Yield","2015","hg/ha","83660.00","Fc"
"Morocco","5419","Yield","2014","hg/ha","73039.00","Fc"
"Morocco","5419","Yield","2013","hg/ha","81881.00","Fc"
"Morocco","5419","Yield","2012","hg/ha","100127.00","Fc"
"Morocco","5510","Production","2017","tonnes","112538.00",""
"Morocco","5510","Production","2016","tonnes","71156.00",""
"Morocco","5510","Production","2015","tonnes","103955.00",""
"Morocco","5510","Production","2014","tonnes","90274.00",""
"Morocco","5510","Production","2013","tonnes","100698.00",""
"Morocco","5510","Production","2012","tonnes","122405.00",""
"Nepal","5312","Area harvested","2017","ha","242.00",""
"Nepal","5312","Area harvested","2016","ha","298.00",""
"Nepal","5312","Area harvested","2015","ha","294.00",""
"Nepal","5312","Area harvested","2014","ha","247.00",""
"Nepal","5312","Area harvested","2013","ha","253.00",""
"Nepal","5312","Area harvested","2012","ha","239.00",""
"Nepal","5419","Yield","2017","hg/ha","60607.00","Fc"
"Nepal","5419","Yield","2016","hg/ha","92762.00","Fc"
"Nepal","5419","Yield","2015","hg/ha","92936.00","Fc"
"Nepal","5419","Yield","2014","hg/ha","66521.00","Fc"
"Nepal","5419","Yield","2013","hg/ha","65534.00","Fc"
"Nepal","5419","Yield","2012","hg/ha","62092.00","Fc"
"Nepal","5510","Production","2017","tonnes","1466.00",""
"Nepal","5510","Production","2016","tonnes","2767.00",""
"Nepal","5510","Production","2015","tonnes","2735.00",""
"Nepal","5510","Production","2014","tonnes","1640.00",""
"Nepal","5510","Production","2013","tonnes","1658.00",""
"Nepal","5510","Production","2012","tonnes","1484.00",""
"Net Food Importing Developing Countries","5312","Area harvested","2017","ha","62787.00","A"
"Net Food Importing Developing Countries","5312","Area harvested","2016","ha","60984.00","A"
"Net Food Importing Developing Countries","5312","Area harvested","2015","ha","62615.00","A"
"Net Food Importing Developing Countries","5312","Area harvested","2014","ha","63480.00","A"
"Net Food Importing Developing Countries","5312","Area harvested","2013","ha","65550.00","A"
"Net Food Importing Developing Countries","5312","Area harvested","2012","ha","64292.00","A"
"Net Food Importing Developing Countries","5419","Yield","2017","hg/ha","84877.00","Fc"
"Net Food Importing Developing Countries","5419","Yield","2016","hg/ha","64434.00","Fc"
"Net Food Importing Developing Countries","5419","Yield","2015","hg/ha","81287.00","Fc"
"Net Food Importing Developing Countries","5419","Yield","2014","hg/ha","77287.00","Fc"
"Net Food Importing Developing Countries","5419","Yield","2013","hg/ha","76820.00","Fc"
"Net Food Importing Developing Countries","5419","Yield","2012","hg/ha","82380.00","Fc"
"Net Food Importing Developing Countries","5510","Production","2017","tonnes","532918.00","A"
"Net Food Importing Developing Countries","5510","Production","2016","tonnes","392940.00","A"
"Net Food Importing Developing Countries","5510","Production","2015","tonnes","508978.00","A"
"Net Food Importing Developing Countries","5510","Production","2014","tonnes","490621.00","A"
"Net Food Importing Developing Countries","5510","Production","2013","tonnes","503549.00","A"
"Net Food Importing Developing Countries","5510","Production","2012","tonnes","529635.00","A"
"New Zealand","5312","Area harvested","2017","ha","445.00",""
"New Zealand","5312","Area harvested","2016","ha","439.00","Im"
"New Zealand","5312","Area harvested","2015","ha","460.00","Im"
"New Zealand","5312","Area harvested","2014","ha","530.00",""
"New Zealand","5312","Area harvested","2013","ha","457.00","Im"
"New Zealand","5312","Area harvested","2012","ha","434.00",""
"New Zealand","5419","Yield","2017","hg/ha","72038.00","Fc"
"New Zealand","5419","Yield","2016","hg/ha","72792.00","Fc"
"New Zealand","5419","Yield","2015","hg/ha","73193.00","Fc"
"New Zealand","5419","Yield","2014","hg/ha","73743.00","Fc"
"New Zealand","5419","Yield","2013","hg/ha","75252.00","Fc"
"New Zealand","5419","Yield","2012","hg/ha","75956.00","Fc"
"New Zealand","5510","Production","2017","tonnes","3206.00","Im"
"New Zealand","5510","Production","2016","tonnes","3199.00","Im"
"New Zealand","5510","Production","2015","tonnes","3368.00","Im"
"New Zealand","5510","Production","2014","tonnes","3908.00","Im"
"New Zealand","5510","Production","2013","tonnes","3436.00","Im"
"New Zealand","5510","Production","2012","tonnes","3296.00","Im"
"North Macedonia","5312","Area harvested","2017","ha","431.00","Im"
"North Macedonia","5312","Area harvested","2016","ha","379.00","Im"
"North Macedonia","5312","Area harvested","2015","ha","346.00","Im"
"North Macedonia","5312","Area harvested","2014","ha","506.00","Im"
"North Macedonia","5312","Area harvested","2013","ha","446.00","Im"
"North Macedonia","5312","Area harvested","2012","ha","513.00","Im"
"North Macedonia","5419","Yield","2017","hg/ha","92533.00","Fc"
"North Macedonia","5419","Yield","2016","hg/ha","91641.00","Fc"
"North Macedonia","5419","Yield","2015","hg/ha","93950.00","Fc"
"North Macedonia","5419","Yield","2014","hg/ha","91362.00","Fc"
"North Macedonia","5419","Yield","2013","hg/ha","88929.00","Fc"
"North Macedonia","5419","Yield","2012","hg/ha","87714.00","Fc"
"North Macedonia","5510","Production","2017","tonnes","3992.00",""
"North Macedonia","5510","Production","2016","tonnes","3471.00",""
"North Macedonia","5510","Production","2015","tonnes","3255.00",""
"North Macedonia","5510","Production","2014","tonnes","4619.00",""
"North Macedonia","5510","Production","2013","tonnes","3968.00",""
"North Macedonia","5510","Production","2012","tonnes","4503.00",""
"Northern Africa","5312","Area harvested","2017","ha","73060.00","A"
"Northern Africa","5312","Area harvested","2016","ha","68217.00","A"
"Northern Africa","5312","Area harvested","2015","ha","69040.00","A"
"Northern Africa","5312","Area harvested","2014","ha","68651.00","A"
"Northern Africa","5312","Area harvested","2013","ha","77237.00","A"
"Northern Africa","5312","Area harvested","2012","ha","77868.00","A"
"Northern Africa","5419","Yield","2017","hg/ha","71806.00","Fc"
"Northern Africa","5419","Yield","2016","hg/ha","69814.00","Fc"
"Northern Africa","5419","Yield","2015","hg/ha","79861.00","Fc"
"Northern Africa","5419","Yield","2014","hg/ha","67052.00","Fc"
"Northern Africa","5419","Yield","2013","hg/ha","73583.00","Fc"
"Northern Africa","5419","Yield","2012","hg/ha","70566.00","Fc"
"Northern Africa","5510","Production","2017","tonnes","524610.00","A"
"Northern Africa","5510","Production","2016","tonnes","476252.00","A"
"Northern Africa","5510","Production","2015","tonnes","551358.00","A"
"Northern Africa","5510","Production","2014","tonnes","460324.00","A"
"Northern Africa","5510","Production","2013","tonnes","568328.00","A"
"Northern Africa","5510","Production","2012","tonnes","549485.00","A"
"Northern America","5312","Area harvested","2017","ha","4681.00","A"
"Northern America","5312","Area harvested","2016","ha","4577.00","A"
"Northern America","5312","Area harvested","2015","ha","4017.00","A"
"Northern America","5312","Area harvested","2014","ha","4492.00","A"
"Northern America","5312","Area harvested","2013","ha","4474.00","A"
"Northern America","5312","Area harvested","2012","ha","4690.00","A"
"Northern America","5419","Yield","2017","hg/ha","90681.00","Fc"
"Northern America","5419","Yield","2016","hg/ha","129786.00","Fc"
"Northern America","5419","Yield","2015","hg/ha","97085.00","Fc"
"Northern America","5419","Yield","2014","hg/ha","133408.00","Fc"
"Northern America","5419","Yield","2013","hg/ha","125221.00","Fc"
"Northern America","5419","Yield","2012","hg/ha","118970.00","Fc"
"Northern America","5510","Production","2017","tonnes","42448.00","A"
"Northern America","5510","Production","2016","tonnes","59403.00","A"
"Northern America","5510","Production","2015","tonnes","38999.00","A"
"Northern America","5510","Production","2014","tonnes","59927.00","A"
"Northern America","5510","Production","2013","tonnes","56024.00","A"
"Northern America","5510","Production","2012","tonnes","55797.00","A"
"Oceania","5312","Area harvested","2017","ha","7596.00","A"
"Oceania","5312","Area harvested","2016","ha","5032.00","A"
"Oceania","5312","Area harvested","2015","ha","8112.00","A"
"Oceania","5312","Area harvested","2014","ha","6780.00","A"
"Oceania","5312","Area harvested","2013","ha","6777.00","A"
"Oceania","5312","Area harvested","2012","ha","6734.00","A"
"Oceania","5419","Yield","2017","hg/ha","11265.00","Fc"
"Oceania","5419","Yield","2016","hg/ha","23648.00","Fc"
"Oceania","5419","Yield","2015","hg/ha","16076.00","Fc"
"Oceania","5419","Yield","2014","hg/ha","19390.00","Fc"
"Oceania","5419","Yield","2013","hg/ha","22116.00","Fc"
"Oceania","5419","Yield","2012","hg/ha","22992.00","Fc"
"Oceania","5510","Production","2017","tonnes","8557.00","A"
"Oceania","5510","Production","2016","tonnes","11899.00","A"
"Oceania","5510","Production","2015","tonnes","13042.00","A"
"Oceania","5510","Production","2014","tonnes","13146.00","A"
"Oceania","5510","Production","2013","tonnes","14987.00","A"
"Oceania","5510","Production","2012","tonnes","15483.00","A"
"Pakistan","5312","Area harvested","2017","ha","22715.00",""
"Pakistan","5312","Area harvested","2016","ha","24940.00",""
"Pakistan","5312","Area harvested","2015","ha","25746.00",""
"Pakistan","5312","Area harvested","2014","ha","26950.00",""
"Pakistan","5312","Area harvested","2013","ha","28578.00",""
"Pakistan","5312","Area harvested","2012","ha","27536.00",""
"Pakistan","5419","Yield","2017","hg/ha","62391.00","Fc"
"Pakistan","5419","Yield","2016","hg/ha","66527.00","Fc"
"Pakistan","5419","Yield","2015","hg/ha","67169.00","Fc"
"Pakistan","5419","Yield","2014","hg/ha","63267.00","Fc"
"Pakistan","5419","Yield","2013","hg/ha","62156.00","Fc"
"Pakistan","5419","Yield","2012","hg/ha","64820.00","Fc"
"Pakistan","5510","Production","2017","tonnes","141721.00",""
"Pakistan","5510","Production","2016","tonnes","165918.00",""
"Pakistan","5510","Production","2015","tonnes","172933.00",""
"Pakistan","5510","Production","2014","tonnes","170504.00",""
"Pakistan","5510","Production","2013","tonnes","177630.00",""
"Pakistan","5510","Production","2012","tonnes","178489.00",""
"Palestine","5312","Area harvested","2017","ha","427.00","Im"
"Palestine","5312","Area harvested","2016","ha","431.00","Im"
"Palestine","5312","Area harvested","2015","ha","421.00","Im"
"Palestine","5312","Area harvested","2014","ha","410.00","Im"
"Palestine","5312","Area harvested","2013","ha","454.00","Im"
"Palestine","5312","Area harvested","2012","ha","442.00","Im"
"Palestine","5419","Yield","2017","hg/ha","25100.00","Fc"
"Palestine","5419","Yield","2016","hg/ha","25081.00","Fc"
"Palestine","5419","Yield","2015","hg/ha","25659.00","Fc"
"Palestine","5419","Yield","2014","hg/ha","25675.00","Fc"
"Palestine","5419","Yield","2013","hg/ha","24354.00","Fc"
"Palestine","5419","Yield","2012","hg/ha","24305.00","Fc"
"Palestine","5510","Production","2017","tonnes","1071.00","Im"
"Palestine","5510","Production","2016","tonnes","1080.00","Im"
"Palestine","5510","Production","2015","tonnes","1081.00","Im"
"Palestine","5510","Production","2014","tonnes","1052.00","Im"
"Palestine","5510","Production","2013","tonnes","1107.00","Im"
"Palestine","5510","Production","2012","tonnes","1075.00","Im"
"Peru","5312","Area harvested","2017","ha","106.00","Im"
"Peru","5312","Area harvested","2016","ha","102.00","Im"
"Peru","5312","Area harvested","2015","ha","101.00","Im"
"Peru","5312","Area harvested","2014","ha","98.00","Im"
"Peru","5312","Area harvested","2013","ha","93.00","Im"
"Peru","5312","Area harvested","2012","ha","88.00","Im"
"Peru","5419","Yield","2017","hg/ha","22735.00","Fc"
"Peru","5419","Yield","2016","hg/ha","23414.00","Fc"
"Peru","5419","Yield","2015","hg/ha","23603.00","Fc"
"Peru","5419","Yield","2014","hg/ha","24947.00","Fc"
"Peru","5419","Yield","2013","hg/ha","26169.00","Fc"
"Peru","5419","Yield","2012","hg/ha","26889.00","Fc"
"Peru","5510","Production","2017","tonnes","241.00","Im"
"Peru","5510","Production","2016","tonnes","240.00","Im"
"Peru","5510","Production","2015","tonnes","238.00","Im"
"Peru","5510","Production","2014","tonnes","245.00","Im"
"Peru","5510","Production","2013","tonnes","242.00","Im"
"Peru","5510","Production","2012","tonnes","236.00","Im"
"Poland","5312","Area harvested","2017","ha","1049.00",""
"Poland","5312","Area harvested","2016","ha","1078.00",""
"Poland","5312","Area harvested","2015","ha","1110.00",""
"Poland","5312","Area harvested","2014","ha","1286.00",""
"Poland","5312","Area harvested","2013","ha","1405.00",""
"Poland","5312","Area harvested","2012","ha","1663.00",""
"Poland","5419","Yield","2017","hg/ha","12726.00","Fc"
"Poland","5419","Yield","2016","hg/ha","28506.00","Fc"
"Poland","5419","Yield","2015","hg/ha","33243.00","Fc"
"Poland","5419","Yield","2014","hg/ha","28989.00","Fc"
"Poland","5419","Yield","2013","hg/ha","29324.00","Fc"
"Poland","5419","Yield","2012","hg/ha","20613.00","Fc"
"Poland","5510","Production","2017","tonnes","1335.00",""
"Poland","5510","Production","2016","tonnes","3073.00",""
"Poland","5510","Production","2015","tonnes","3690.00",""
"Poland","5510","Production","2014","tonnes","3728.00",""
"Poland","5510","Production","2013","tonnes","4120.00",""
"Poland","5510","Production","2012","tonnes","3428.00",""
"Portugal","5312","Area harvested","2017","ha","561.00",""
"Portugal","5312","Area harvested","2016","ha","430.00",""
"Portugal","5312","Area harvested","2015","ha","422.00",""
"Portugal","5312","Area harvested","2014","ha","429.00",""
"Portugal","5312","Area harvested","2013","ha","396.00",""
"Portugal","5312","Area harvested","2012","ha","402.00",""
"Portugal","5419","Yield","2017","hg/ha","81551.00","Fc"
"Portugal","5419","Yield","2016","hg/ha","54186.00","Fc"
"Portugal","5419","Yield","2015","hg/ha","68555.00","Fc"
"Portugal","5419","Yield","2014","hg/ha","52075.00","Fc"
"Portugal","5419","Yield","2013","hg/ha","54470.00","Fc"
"Portugal","5419","Yield","2012","hg/ha","80821.00","Fc"
"Portugal","5510","Production","2017","tonnes","4575.00",""
"Portugal","5510","Production","2016","tonnes","2330.00",""
"Portugal","5510","Production","2015","tonnes","2893.00",""
"Portugal","5510","Production","2014","tonnes","2234.00",""
"Portugal","5510","Production","2013","tonnes","2157.00",""
"Portugal","5510","Production","2012","tonnes","3249.00",""
"Republic of Moldova","5312","Area harvested","2017","ha","3408.00",""
"Republic of Moldova","5312","Area harvested","2016","ha","3180.00",""
"Republic of Moldova","5312","Area harvested","2015","ha","2971.00",""
"Republic of Moldova","5312","Area harvested","2014","ha","2446.00",""
"Republic of Moldova","5312","Area harvested","2013","ha","2007.00",""
"Republic of Moldova","5312","Area harvested","2012","ha","2034.00",""
"Republic of Moldova","5419","Yield","2017","hg/ha","38492.00","Fc"
"Republic of Moldova","5419","Yield","2016","hg/ha","67418.00","Fc"
"Republic of Moldova","5419","Yield","2015","hg/ha","35002.00","Fc"
"Republic of Moldova","5419","Yield","2014","hg/ha","29370.00","Fc"
"Republic of Moldova","5419","Yield","2013","hg/ha","49347.00","Fc"
"Republic of Moldova","5419","Yield","2012","hg/ha","25379.00","Fc"
"Republic of Moldova","5510","Production","2017","tonnes","13118.00",""
"Republic of Moldova","5510","Production","2016","tonnes","21439.00",""
"Republic of Moldova","5510","Production","2015","tonnes","10399.00",""
"Republic of Moldova","5510","Production","2014","tonnes","7184.00",""
"Republic of Moldova","5510","Production","2013","tonnes","9904.00",""
"Republic of Moldova","5510","Production","2012","tonnes","5162.00",""
"Romania","5312","Area harvested","2017","ha","2110.00",""
"Romania","5312","Area harvested","2016","ha","2196.00",""
"Romania","5312","Area harvested","2015","ha","2621.00",""
"Romania","5312","Area harvested","2014","ha","2984.00",""
"Romania","5312","Area harvested","2013","ha","2836.00",""
"Romania","5312","Area harvested","2012","ha","2501.00",""
"Romania","5419","Yield","2017","hg/ha","160431.00","Fc"
"Romania","5419","Yield","2016","hg/ha","139918.00","Fc"
"Romania","5419","Yield","2015","hg/ha","118268.00","Fc"
"Romania","5419","Yield","2014","hg/ha","146143.00","Fc"
"Romania","5419","Yield","2013","hg/ha","99824.00","Fc"
"Romania","5419","Yield","2012","hg/ha","116309.00","Fc"
"Romania","5510","Production","2017","tonnes","33851.00",""
"Romania","5510","Production","2016","tonnes","30726.00",""
"Romania","5510","Production","2015","tonnes","30998.00",""
"Romania","5510","Production","2014","tonnes","43609.00",""
"Romania","5510","Production","2013","tonnes","28310.00",""
"Romania","5510","Production","2012","tonnes","29089.00",""
"Russian Federation","5312","Area harvested","2017","ha","9274.00","Im"
"Russian Federation","5312","Area harvested","2016","ha","11076.00","Im"
"Russian Federation","5312","Area harvested","2015","ha","11300.00",""
"Russian Federation","5312","Area harvested","2014","ha","11400.00",""
"Russian Federation","5312","Area harvested","2013","ha","11000.00",""
"Russian Federation","5312","Area harvested","2012","ha","11000.00",""
"Russian Federation","5419","Yield","2017","hg/ha","57470.00","Fc"
"Russian Federation","5419","Yield","2016","hg/ha","54803.00","Fc"
"Russian Federation","5419","Yield","2015","hg/ha","53097.00","Fc"
"Russian Federation","5419","Yield","2014","hg/ha","54386.00","Fc"
"Russian Federation","5419","Yield","2013","hg/ha","56364.00","Fc"
"Russian Federation","5419","Yield","2012","hg/ha","51818.00","Fc"
"Russian Federation","5510","Production","2017","tonnes","53300.00","F"
"Russian Federation","5510","Production","2016","tonnes","60700.00","F"
"Russian Federation","5510","Production","2015","tonnes","60000.00",""
"Russian Federation","5510","Production","2014","tonnes","62000.00",""
"Russian Federation","5510","Production","2013","tonnes","62000.00",""
"Russian Federation","5510","Production","2012","tonnes","57000.00",""
"Serbia","5312","Area harvested","2017","ha","5707.00",""
"Serbia","5312","Area harvested","2016","ha","5670.00",""
"Serbia","5312","Area harvested","2015","ha","5471.00",""
"Serbia","5312","Area harvested","2014","ha","5290.00",""
"Serbia","5312","Area harvested","2013","ha","5290.00",""
"Serbia","5312","Area harvested","2012","ha","5000.00","F"
"Serbia","5419","Yield","2017","hg/ha","72402.00","Fc"
"Serbia","5419","Yield","2016","hg/ha","45180.00","Fc"
"Serbia","5419","Yield","2015","hg/ha","50469.00","Fc"
"Serbia","5419","Yield","2014","hg/ha","56055.00","Fc"
"Serbia","5419","Yield","2013","hg/ha","56073.00","Fc"
"Serbia","5419","Yield","2012","hg/ha","45263.00","Fc"
"Serbia","5510","Production","2017","tonnes","41320.00",""
"Serbia","5510","Production","2016","tonnes","25617.00",""
"Serbia","5510","Production","2015","tonnes","27611.00",""
"Serbia","5510","Production","2014","tonnes","29655.00",""
"Serbia","5510","Production","2013","tonnes","29664.00",""
"Serbia","5510","Production","2012","tonnes","22632.00",""
"Slovakia","5312","Area harvested","2017","ha","189.00",""
"Slovakia","5312","Area harvested","2016","ha","155.00",""
"Slovakia","5312","Area harvested","2015","ha","165.00",""
"Slovakia","5312","Area harvested","2014","ha","177.00",""
"Slovakia","5312","Area harvested","2013","ha","199.00",""
"Slovakia","5312","Area harvested","2012","ha","168.00",""
"Slovakia","5419","Yield","2017","hg/ha","17619.00","Fc"
"Slovakia","5419","Yield","2016","hg/ha","14968.00","Fc"
"Slovakia","5419","Yield","2015","hg/ha","15394.00","Fc"
"Slovakia","5419","Yield","2014","hg/ha","22486.00","Fc"
"Slovakia","5419","Yield","2013","hg/ha","18543.00","Fc"
"Slovakia","5419","Yield","2012","hg/ha","15774.00","Fc"
"Slovakia","5510","Production","2017","tonnes","333.00",""
"Slovakia","5510","Production","2016","tonnes","232.00",""
"Slovakia","5510","Production","2015","tonnes","254.00",""
"Slovakia","5510","Production","2014","tonnes","398.00",""
"Slovakia","5510","Production","2013","tonnes","369.00",""
"Slovakia","5510","Production","2012","tonnes","265.00",""
"Slovenia","5312","Area harvested","2017","ha","75.00",""
"Slovenia","5312","Area harvested","2016","ha","68.00",""
"Slovenia","5312","Area harvested","2015","ha","61.00",""
"Slovenia","5312","Area harvested","2014","ha","51.00",""
"Slovenia","5312","Area harvested","2013","ha","44.00",""
"Slovenia","5312","Area harvested","2012","ha","39.00",""
"Slovenia","5419","Yield","2017","hg/ha","101333.00","Fc"
"Slovenia","5419","Yield","2016","hg/ha","141324.00","Fc"
"Slovenia","5419","Yield","2015","hg/ha","215246.00","Fc"
"Slovenia","5419","Yield","2014","hg/ha","131961.00","Fc"
"Slovenia","5419","Yield","2013","hg/ha","98864.00","Fc"
"Slovenia","5419","Yield","2012","hg/ha","174615.00","Fc"
"Slovenia","5510","Production","2017","tonnes","760.00",""
"Slovenia","5510","Production","2016","tonnes","961.00",""
"Slovenia","5510","Production","2015","tonnes","1313.00",""
"Slovenia","5510","Production","2014","tonnes","673.00",""
"Slovenia","5510","Production","2013","tonnes","435.00",""
"Slovenia","5510","Production","2012","tonnes","681.00",""
"Small Island Developing States","5510","Production","2017","tonnes","27.00","A"
"Small Island Developing States","5510","Production","2016","tonnes","26.00","A"
"Small Island Developing States","5510","Production","2015","tonnes","26.00","A"
"Small Island Developing States","5510","Production","2014","tonnes","26.00","A"
"Small Island Developing States","5510","Production","2013","tonnes","26.00","A"
"Small Island Developing States","5510","Production","2012","tonnes","26.00","A"
"South Africa","5312","Area harvested","2017","ha","3411.00","Im"
"South Africa","5312","Area harvested","2016","ha","2869.00","Im"
"South Africa","5312","Area harvested","2015","ha","5417.00","Im"
"South Africa","5312","Area harvested","2014","ha","3962.00","Im"
"South Africa","5312","Area harvested","2013","ha","4517.00","Im"
"South Africa","5312","Area harvested","2012","ha","5650.00","Im"
"South Africa","5419","Yield","2017","hg/ha","89825.00","Fc"
"South Africa","5419","Yield","2016","hg/ha","90310.00","Fc"
"South Africa","5419","Yield","2015","hg/ha","89291.00","Fc"
"South Africa","5419","Yield","2014","hg/ha","88932.00","Fc"
"South Africa","5419","Yield","2013","hg/ha","92449.00","Fc"
"South Africa","5419","Yield","2012","hg/ha","92931.00","Fc"
"South Africa","5510","Production","2017","tonnes","30637.00",""
"South Africa","5510","Production","2016","tonnes","25909.00",""
